IterationNo,Year,Category,IsGranted,MovieTitle,ReleaseDate,FName,MName,LName
1,1929,Outstanding Picture,1,Wings,1927-08-12,\N,,\N
1,1929,Outstanding Picture,0,The Racket,1928-11-01,\N,,\N
1,1929,Outstanding Picture,0,7th Heaven,1927-05-06,\N,,\N
1,1929,Best Unique and Artistic Picture,1,Sunrise: A Song of Two Humans,1927-11-04,\N,,\N
1,1929,Best Unique and Artistic Picture,0,Chang: A Drama of the Wilderness,1927-04-29,\N,,\N
1,1929,Best Unique and Artistic Picture,0,The Crowd,1928-02-28,\N,,\N
1,1929,Best Directing (Comedy Picture),1,Two Arabian Knights,1927-09-23,Lewis,,Milestone
1,1929,Best Directing (Comedy Picture),0,The Circus,1928-01-06,Charlie,,Chaplin
1,1929,Best Directing (Comedy Picture),0,Speedy,1928-04-07,\N,,\N
1,1929,Best Directing (Dramatic Picture),1,7th Heaven,1927-05-06,Frank,,Borzage
1,1929,Best Directing (Dramatic Picture),0,Sorrell and Son,1927-11-12,Herbert,,Brenon
1,1929,Best Directing (Dramatic Picture),0,The Crowd,1928-02-28,King,,Vidor
1,1929,Best Actor,1,The Last Command,1928-01-22,Emil,,Jannings
1,1929,Best Actor,0,The Noose,1928-01-29,Richard,,Barthelmess
1,1929,Best Actor,0,The Circus,1928-01-06,Charlie,,Chaplin
1,1929,Best Actress,1,7th Heaven,1927-05-06,Janet,,Gaynor
1,1929,Best Actress,0,A Ship Comes In,1928-01-04,Louise,,Dresser
1,1929,Best Actress,0,Sadie Thompson,1928-01-07,Gloria,,Swanson
1,1929,Best Writing (Original Story),1,Underworld,1927-08-20,Ben,,Hecht
1,1929,Best Writing (Original Story),0,The Circus,1928-01-06,Charlie,,Chaplin
1,1929,Best Writing (Original Story),0,The Last Command,1928-01-22,Lajos,,B?r?
1,1929,Best Writing (Adaptation),1,7th Heaven,1927-05-06,Benjamin,,Glazer
1,1929,Best Writing (Adaptation),0,Glorious Betsy,1928-04-26,Anthony,,Coldeway
1,1929,Best Writing (Adaptation),0,The Jazz Singer,1927-10-06,\N,,\N
1,1929,Best Art Direction,1,The Dove,1927-12-31,William,Cameron,Menzies
1,1929,Best Art Direction,1,Tempest,1928-05-27,William,Cameron,Menzies
1,1929,Best Art Direction,0,7th Heaven,1927-05-06,\N,,\N
1,1929,Best Art Direction,0,Sunrise: A Song of Two Humans,1927-11-04,Rochus,,Gliese
1,1929,Best Cinematography,1,Sunrise: A Song of Two Humans,1927-11-04,Charles,,Rosher
1,1929,Best Cinematography,0,The Devil Dancer,1927-11-19,George,,Barnes
1,1929,Best Cinematography,0,The Magic Flame,1927-09-18,George,,Barnes
1,1929,Best Cinematography,0,Sadie Thompson,1928-01-07,George,,Barnes
1,1929,Best Engineering Effects,1,Wings,1927-08-12,Roy,,Pomeroy
1,1929,Best Writing (Title Writing),1,The Private Life of Helen of Troy,1927-12-09,Joseph,W.,Farnham
1,1929,Best Writing (Title Writing),0,The Private Life of Helen of Troy,1927-12-09,Gerald,,Duffy
2,1930,Outstanding Picture,1,The Broadway Melody,1929-02-01,Irving,,Thalberg
2,1930,Outstanding Picture,0,Alibi,1929-04-20,Roland,,West
2,1930,Outstanding Picture,0,The Hollywood Revue of 1929,1929-06-20,Harry,,Rapf
2,1930,Outstanding Picture,0,In Old Arizona,1928-12-25,Winfield,,Sheehan
2,1930,Outstanding Picture,0,The Patriot,1928-08-17,Ernst,,Lubitsch
2,1930,Best Director,1,The Divine Lady,1928-12-26,Frank,,Lloyd
2,1930,Best Director,0,The Broadway Melody,1929-02-01,Harry,,Beaumont
2,1930,Best Director,0,Drag,1929-07-21,\N,,\N
2,1930,Best Director,0,In Old Arizona,1928-12-25,Irving,,Cummings
2,1930,Best Director,0,Madame X,1929-08-17,Lionel,,Barrymore
2,1930,Best Director,0,The Patriot,1928-08-17,Ernst,,Lubitsch
2,1930,Best Director,0,Weary River,1929-02-10,\N,,\N
2,1930,Best Actor,1,In Old Arizona,1928-12-25,Warner,,Baxter
2,1930,Best Actor,0,Thunderbolt,1929-06-20,George,,Bancroft
2,1930,Best Actor,0,Alibi,1929-04-20,Chester,,Morris
2,1930,Best Actor,0,The Valiant,1929-05-19,Paul,,Muni
2,1930,Best Actor,0,The Patriot,1928-08-17,Lewis,,Stone
2,1930,Best Actress,1,Coquette,1929-04-05,Mary,,Pickford
2,1930,Best Actress,0,Madame X,1929-08-17,Ruth,,Chatterton
2,1930,Best Actress,0,The Barker,1928-12-09,Betty,,Compson
2,1930,Best Actress,0,The Letter,1929-03-17,Jeanne,,Eagels
2,1930,Best Actress,0,The Divine Lady,1928-12-26,Corinne,,Griffith
2,1930,Best Actress,0,The Broadway Melody,1929-02-01,Bessie,,Love
2,1930,Best Writing,1,The Patriot,1928-08-17,Hanns,,Kr?ly
2,1930,Best Writing,0,The Cop,1928-08-20,Elliott,J.,Clawson
2,1930,Best Writing,0,In Old Arizona,1928-12-25,Tom,,Barry
2,1930,Best Writing,0,The Last of Mrs. Cheyney,1929-07-26,Frederick,,Lonsdale
2,1930,Best Writing,0,The Leatherneck,1929-02-24,\N,,\N
2,1930,Best Writing,0,Our Dancing Daughters,1928-09-01,Josephine,,Lovett
2,1930,Best Writing,0,Sal of Singapore,1928-11-04,\N,,\N
2,1930,Best Writing,0,Skyscraper,1928-04-08,\N,,\N
2,1930,Best Writing,0,The Valiant,1929-05-19,Robert,,Middlemass
2,1930,Best Writing,0,A Woman of Affairs,1928-12-15,Bess,,Meredyth
2,1930,Best Writing,0,Wonder of Women,1929-07-13,\N,,\N
2,1930,Best Art Direction,1,The Bridge of San Luis Rey,1929-03-30,Cedric,,Gibbons
2,1930,Best Art Direction,0,Alibi,1929-04-20,William,Cameron,Menzies
2,1930,Best Art Direction,0,The Awakening,1928-11-17,\N,,\N
2,1930,Best Art Direction,0,Dynamite,1929-12-13,Mitchell,,Leisen
2,1930,Best Art Direction,0,The Patriot,1928-08-17,Hans,,Dreier
2,1930,Best Art Direction,0,Street Angel,1928-04-09,\N,,\N
2,1930,Best Cinematography,1,White Shadows in the South Seas,1928-11-10,Clyde,De,Vinna
2,1930,Best Cinematography,0,4 Devils,1928-10-03,Ernest,,Palmer
2,1930,Best Cinematography,0,The Divine Lady,1928-12-26,John,F.,Seitz
2,1930,Best Cinematography,0,In Old Arizona,1928-12-25,Arthur,,Edeson
2,1930,Best Cinematography,0,Our Dancing Daughters,1928-09-01,George,,Barnes
2,1930,Best Cinematography,0,Street Angel,1928-04-09,\N,,\N
3,1930,Outstanding Production,1,All Quiet on the Western Front,1930-04-21,Carl,,Laemmle
3,1930,Outstanding Production,0,The Big House,1930-06-24,Irving,,Thalberg
3,1930,Outstanding Production,0,Disraeli,1929-11-01,Jack,L.,Warner
3,1930,Outstanding Production,0,The Divorcee,1930-04-19,Robert,Z.,Leonard
3,1930,Outstanding Production,0,The Love Parade,1929-11-19,Ernst,,Lubitsch
3,1930,Best Directing,1,All Quiet on the Western Front,1930-04-21,Lewis,,Milestone
3,1930,Best Directing,0,Anna Christie,1930-02-21,Clarence,,Brown
3,1930,Best Directing,0,The Divorcee,1930-04-19,Robert,Z.,Leonard
3,1930,Best Directing,0,Hallelujah,1929-08-20,King,,Vidor
3,1930,Best Directing,0,The Love Parade,1929-11-19,Ernst,,Lubitsch
3,1930,Best Directing,0,Romance,1930-08-22,\N,,\N
3,1930,Best Actor,1,Disraeli,1929-11-01,George,,Arliss
3,1930,Best Actor,0,The Green Goddess,1930-02-13,\N,,\N
3,1930,Best Actor,0,The Big House,1930-06-24,Wallace,,Beery
3,1930,Best Actor,0,The Big Pond,1930-05-03,Maurice,,Chevalier
3,1930,Best Actor,0,Bulldog Drummond,1929-05-02,Ronald,,Colman
3,1930,Best Actor,0,The Rogue Song,1930-01-28,Lawrence,,Tibbett
3,1930,Best Actress,1,The Divorcee,1930-04-19,Norma,,Shearer
3,1930,Best Actress,0,The Devil's Holiday,1930-05-09,Nancy,,Carroll
3,1930,Best Actress,0,Sarah and Son,1930-03-14,Ruth,,Chatterton
3,1930,Best Actress,0,Anna Christie,1930-02-21,Greta,,Garbo
3,1930,Best Actress,0,Their Own Desire,1929-12-27,\N,,\N
3,1930,Best Actress,0,The Trespasser,1929-11-11,Gloria,,Swanson
3,1930,Best Writing,1,The Big House,1930-06-24,Frances,,Marion
3,1930,Best Writing,0,All Quiet on the Western Front,1930-04-21,Del,,Andrews
3,1930,Best Writing,0,Disraeli,1929-11-01,\N,,\N
3,1930,Best Writing,0,The Divorcee,1930-04-19,John,,Meehan
3,1930,Best Writing,0,Street of Chance,1930-02-08,Howard,,Estabrook
3,1930,Best Sound Recording,1,The Big House,1930-06-24,Douglas,,Shearer
3,1930,Best Sound Recording,0,The Case of Sergeant Grischa,1930-03-23,John,,Tribby
3,1930,Best Sound Recording,0,The Love Parade,1929-11-19,Franklin,,Hansen
3,1930,Best Sound Recording,0,Raffles,1930-07-24,Oscar,,Lagerstrom
3,1930,Best Sound Recording,0,Song of the Flame,1930-05-06,George,,Groves
3,1930,Best Art Direction,1,King of Jazz,1930-04-19,Herman,,Rosse
3,1930,Best Art Direction,0,Bulldog Drummond,1929-05-02,William,Cameron,Menzies
3,1930,Best Art Direction,0,The Love Parade,1929-11-19,Hans,,Dreier
3,1930,Best Art Direction,0,Sally,1929-12-23,Jack,,Okey
3,1930,Best Art Direction,0,The Vagabond King,1930-02-17,\N,,\N
3,1930,Best Cinematography,1,With Byrd at the South Pole,1930-06-19,Joseph,T.,Rucker
3,1930,Best Cinematography,0,All Quiet on the Western Front,1930-04-21,Arthur,,Edeson
3,1930,Best Cinematography,0,Anna Christie,1930-02-21,William,,Daniels
3,1930,Best Cinematography,0,Hell's Angels,1930-05-27,Tony,,Gaudio
3,1930,Best Cinematography,0,The Love Parade,1929-11-19,Victor,,Milner
4,1931,Outstanding Production,1,Cimarron,1931-01-26,William,,LeBaron
4,1931,Outstanding Production,0,East Lynne,1931-02-20,Winfield,,Sheehan
4,1931,Outstanding Production,0,The Front Page,1931-04-04,Howard,,Hughes
4,1931,Outstanding Production,0,Skippy,1931-04-05,Adolph,,Zukor
4,1931,Outstanding Production,0,Trader Horn,1931-02-03,Irving,,Thalberg
4,1931,Best Director,1,Skippy,1931-04-05,Norman,,Taurog
4,1931,Best Director,0,Cimarron,1931-01-26,Wesley,,Ruggles
4,1931,Best Director,0,A Free Soul,1931-06-02,Clarence,,Brown
4,1931,Best Director,0,The Front Page,1931-04-04,Lewis,,Milestone
4,1931,Best Director,0,Morocco,1930-11-14,Josef,von,Sternberg
4,1931,Best Actor,1,A Free Soul,1931-06-02,Lionel,,Barrymore
4,1931,Best Actor,0,Skippy,1931-04-05,Jackie,,Cooper
4,1931,Best Actor,0,Cimarron,1931-01-26,Richard,,Dix
4,1931,Best Actor,0,The Royal Family of Broadway,1930-12-22,Fredric,,March
4,1931,Best Actor,0,The Front Page,1931-04-04,Adolphe,,Menjou
4,1931,Best Actress,1,Min and Bill,1930-11-29,Marie,,Dressler
4,1931,Best Actress,0,Morocco,1930-11-14,Marlene,,Dietrich
4,1931,Best Actress,0,Cimarron,1931-01-26,Irene,,Dunne
4,1931,Best Actress,0,Holiday,1930-07-03,Ann,,Harding
4,1931,Best Actress,0,A Free Soul,1931-06-02,Norma,,Shearer
4,1931,Best Original Story,1,The Dawn Patrol,1930-07-10,John,Monk,Saunders
4,1931,Best Original Story,0,The Doorway to Hell,1930-10-18,\N,,\N
4,1931,Best Original Story,0,Laughter,1930-09-25,Harry,d'Abbadie,d'Arrast
4,1931,Best Original Story,0,The Public Enemy,1931-04-23,John,,Bright
4,1931,Best Original Story,0,Smart Money,1931-07-11,Lucien,,Hubbard
4,1931,Best Adaptation,1,Cimarron,1931-01-26,Howard,,Estabrook
4,1931,Best Adaptation,0,The Criminal Code,1931-01-03,Seton,I.,Miller
4,1931,Best Adaptation,0,Holiday,1930-07-03,Horace,,Jackson
4,1931,Best Adaptation,0,Little Caesar,1931-01-09,Francis,E.,Faragoh
4,1931,Best Adaptation,0,Skippy,1931-04-05,Joseph,L.,Mankiewicz
4,1931,Best Art Direction,1,Cimarron,1931-01-26,Max,,R?e
4,1931,Best Art Direction,0,Just Imagine,1930-11-23,Stephen,,Goosson
4,1931,Best Art Direction,0,Morocco,1930-11-14,Hans,,Dreier
4,1931,Best Art Direction,0,Svengali,1931-05-01,Anton,,Grot
4,1931,Best Art Direction,0,Whoopee,1930-09-30,Richard,,Day
4,1931,Best Cinematography,1,Tabu: A Story of the South Seas,1931-03-18,Floyd,,Crosby
4,1931,Best Cinematography,0,Cimarron,1931-01-26,Edward,,Cronjager
4,1931,Best Cinematography,0,Morocco,1930-11-14,Lee,,Garmes
4,1931,Best Cinematography,0,The Right to Love,1930-12-27,Charles,,Lang
4,1931,Best Cinematography,0,Svengali,1931-05-01,Barney,,McGill
5,1932,Outstanding Production,1,Grand Hotel,1932-04-12,Irving,,Thalberg
5,1932,Outstanding Production,0,Arrowsmith,1931-12-07,Samuel,,Goldwyn
5,1932,Outstanding Production,0,Bad Girl,1931-08-14,Winfield,,Sheehan
5,1932,Outstanding Production,0,The Champ,1931-11-09,King,,Vidor
5,1932,Outstanding Production,0,Five Star Final,1931-09-26,Hal,B.,Wallis
5,1932,Outstanding Production,0,One Hour with You,1932-03-22,Ernst,,Lubitsch
5,1932,Outstanding Production,0,Shanghai Express,1932-02-12,Adolph,,Zukor
5,1932,Outstanding Production,0,The Smiling Lieutenant,1931-08-01,\N,,\N
5,1932,Best Director,1,Bad Girl,1931-08-14,Frank,,Borzage
5,1932,Best Director,0,The Champ,1931-11-09,King,,Vidor
5,1932,Best Director,0,Shanghai Express,1932-02-12,Josef,von,Sternberg
5,1932,Best Actor,1,Dr. Jekyll and Mr. Hyde,1931-12-24,Fredric,,March
5,1932,Best Actor,1,The Champ,1931-11-09,Wallace,,Beery
5,1932,Best Actor,0,The Guardsman,1931-11-07,Alfred,,Lunt
5,1932,Best Actress,1,The Sin of Madelon Claudet,1931-10-24,Helen,,Hayes
5,1932,Best Actress,0,Emma,1932-01-02,Marie,,Dressler
5,1932,Best Actress,0,The Guardsman,1931-11-07,Lynn,,Fontanne
5,1932,Best Original Story,1,The Champ,1931-11-09,Frances,,Marion
5,1932,Best Original Story,0,Lady and Gent,1932-07-15,Grover,,Jones
5,1932,Best Original Story,0,The Star Witness,1931-08-22,Lucien,,Hubbard
5,1932,Best Original Story,0,What Price Hollywood?,1932-06-02,Adela,Rogers,St.
5,1932,Best Adaptation,1,Bad Girl,1931-08-14,Edwin,J.,Burke
5,1932,Best Adaptation,0,Arrowsmith,1931-12-07,\N,,\N
5,1932,Best Adaptation,0,Dr. Jekyll and Mr. Hyde,1931-12-24,Percy,,Heath
5,1932,Best Art Direction,1,Transatlantic,1931-08-30,Gordon,,Wiles
5,1932,Best Art Direction,0,? nous la libert?,1931-12-18,Lazare,,Meerson
5,1932,Best Art Direction,0,Arrowsmith,1931-12-07,Richard,,Day
5,1932,Best Cinematography,1,Shanghai Express,1932-02-12,Lee,,Garmes
5,1932,Best Cinematography,0,Arrowsmith,1931-12-07,Ray,,June
5,1932,Best Cinematography,0,Dr. Jekyll and Mr. Hyde,1931-12-24,Karl,,Struss
5,1932,"Best Short Subject, Cartoon",1,Flowers and Trees,1932-07-30,Walt,,Disney
5,1932,"Best Short Subject, Cartoon",0,It's Got Me Again! (1932),1932-05-14,Leon,,Schlesinger
5,1932,"Best Short Subject, Cartoon",0,Mickey's Orphans,1931-12-05,\N,,\N
5,1932,"Best Live Action Short Subject, Comedy",1,The Music Box,1932-04-16,Hal,,Roach
5,1932,"Best Live Action Short Subject, Comedy",0,The Loud Mouth,1932-06-17,Mack,,Sennett
5,1932,"Best Live Action Short Subject, Comedy",0,Scratch-As-Catch-Can,1932-11-06,\N,,\N
5,1932,"Best Live Action Short Subject, Novelty",1,Wrestling Swordfish,1931-11-08,Mack,,Sennett
5,1932,"Best Live Action Short Subject, Novelty",0,Screen Souvenirs,1932-01-01,\N,,\N
5,1932,"Best Live Action Short Subject, Novelty",0,Swing High,1932-11-12,\N,,\N
6,1934,Outstanding Production,1,Cavalcade,1933-04-15,Winfield,,Sheehan
6,1934,Outstanding Production,0,42nd Street,1933-03-09,Darryl,F.,Zanuck
6,1934,Outstanding Production,0,A Farewell to Arms,1932-12-08,Adolph,,Zukor
6,1934,Outstanding Production,0,I Am a Fugitive from a Chain Gang,1932-11-10,Hal,B.,Wallis
6,1934,Outstanding Production,0,Lady for a Day,1933-09-13,Frank,,Capra
6,1934,Outstanding Production,0,Little Women,1933-11-16,Merian,C.,Cooper
6,1934,Outstanding Production,0,The Private Life of Henry VIII,1933-08-17,Alexander,,Korda
6,1934,Outstanding Production,0,She Done Him Wrong,1933-01-27,William,,LeBaron
6,1934,Outstanding Production,0,Smilin' Through,1932-09-24,Irving,,Thalberg
6,1934,Outstanding Production,0,State Fair,1933-02-10,\N,,\N
6,1934,Best Directing,1,Cavalcade,1933-04-15,Frank,,Lloyd
6,1934,Best Directing,0,Lady for a Day,1933-09-13,Frank,,Capra
6,1934,Best Directing,0,Little Women,1933-11-16,George,,Cukor
6,1934,Best Actor,1,The Private Life of Henry VIII,1933-08-17,Charles,,Laughton
6,1934,Best Actor,0,Berkeley Square,1933-09-13,Leslie,,Howard
6,1934,Best Actor,0,I Am a Fugitive from a Chain Gang,1932-11-10,Paul,,Muni
6,1934,Best Actress,1,Morning Glory,1933-08-18,Katharine,,Hepburn
6,1934,Best Actress,0,Lady for a Day,1933-09-13,May,,Robson
6,1934,Best Actress,0,Cavalcade,1933-04-15,Diana,,Wynyard
6,1934,Best Writing (Original Story),1,One Way Passage,1932-10-22,Robert,,Lord
6,1934,Best Writing (Original Story),0,The Prizefighter and the Lady,1933-11-10,Frances,,Marion
6,1934,Best Writing (Original Story),0,Rasputin and the Empress,1932-12-23,Charles,,MacArthur
6,1934,Best Writing (Adaptation),1,Little Women,1933-11-16,Victor,,Heerman
6,1934,Best Writing (Adaptation),0,Lady for a Day,1933-09-13,Robert,,Riskin
6,1934,Best Writing (Adaptation),0,State Fair,1933-02-10,Sonya,,Levien
6,1934,Best Art Direction,1,Cavalcade,1933-04-15,William,S.,Darling
6,1934,Best Art Direction,0,A Farewell to Arms,1932-12-08,Hans,,Dreier
6,1934,Best Art Direction,0,When Ladies Meet,1933-06-23,Cedric,,Gibbons
6,1934,Best Cinematography,1,A Farewell to Arms,1932-12-08,Charles,,Lang
6,1934,Best Cinematography,0,Reunion in Vienna,1933-06-16,George,,Folsey
6,1934,Best Cinematography,0,The Sign of the Cross,1932-11-30,Karl,,Struss
6,1934,Best Short Subject (Comedy),1,So This Is Harris,1933-08-13,Lou,,Brock
6,1934,Best Short Subject (Comedy),0,Mister Mugg,1933-05-10,\N,,\N
6,1934,Best Short Subject (Comedy),0,A Preferred List,1933-01-01,\N,,\N
6,1934,Best Short Subject (Novelty),1,Krakatoa,1933-04-23,Joe,,Rock
6,1934,Best Short Subject (Novelty),0,Menu,1933-09-23,Pete,,Smith
6,1934,Best Short Subject (Novelty),0,The Sea,1933-05-07,\N,,\N
6,1934,Best Short Subject (Cartoon),1,Three Little Pigs,1933-05-25,Walt,,Disney
6,1934,Best Short Subject (Cartoon),0,Building a Building,1933-01-07,\N,,\N
6,1934,Best Short Subject (Cartoon),0,The Merry Old Soul,1933-11-27,Walter,,Lantz
6,1934,Best Sound Recording,1,A Farewell to Arms,1932-12-08,Franklin,,Hansen
6,1934,Best Sound Recording,0,42nd Street,1933-03-09,Nathan,,Levinson
6,1934,Best Sound Recording,0,Gold Diggers of 1933,1933-05-27,\N,,\N
6,1934,Best Sound Recording,0,I Am a Fugitive from a Chain Gang,1932-11-10,\N,,\N
7,1935,Outstanding Production,1,It Happened One Night,1934-02-22,Frank,,Capra
7,1935,Outstanding Production,0,The Barretts of Wimpole Street,1934-09-14,Irving,,Thalberg
7,1935,Outstanding Production,0,Cleopatra,1934-08-16,Cecil,B.,DeMille
7,1935,Outstanding Production,0,Flirtation Walk,1934-12-01,Jack,L.,Warner
7,1935,Outstanding Production,0,The Gay Divorcee,1934-10-19,Pandro,S.,Berman
7,1935,Outstanding Production,0,Here Comes the Navy,1934-07-21,\N,,\N
7,1935,Outstanding Production,0,The House of Rothschild,1934-04-07,Darryl,F.,Zanuck
7,1935,Outstanding Production,0,Imitation of Life,1934-11-26,John,M.,Stahl
7,1935,Outstanding Production,0,One Night of Love,1934-09-05,\N,,\N
7,1935,Outstanding Production,0,The Thin Man,1934-05-25,Hunt,,Stromberg
7,1935,Outstanding Production,0,Viva Villa!,1934-04-10,David,O.,Selznick
7,1935,Outstanding Production,0,The White Parade,1934-11-16,Jesse,L.,Lasky
7,1935,Best Directing,1,It Happened One Night,1934-02-22,Frank,,Capra
7,1935,Best Directing,0,One Night of Love,1934-09-05,Victor,,Schertzinger
7,1935,Best Directing,0,The Thin Man,1934-05-25,W.,S.,Van
7,1935,Best Actor,1,It Happened One Night,1934-02-22,Clark,,Gable
7,1935,Best Actor,0,The Affairs of Cellini,1934-08-24,Frank,,Morgan
7,1935,Best Actor,0,The Thin Man,1934-05-25,William,,Powell
7,1935,Best Actress,1,It Happened One Night,1934-02-22,Claudette,,Colbert
7,1935,Best Actress,0,Of Human Bondage,1934-06-28,Bette,,Davis
7,1935,Best Actress,0,One Night of Love,1934-09-05,\N,,\N
7,1935,Best Actress,0,The Barretts of Wimpole Street,1934-09-14,Norma,,Shearer
7,1935,Best Writing (Original Story),1,Manhattan Melodrama,1934-05-04,Arthur,,Caesar
7,1935,Best Writing (Original Story),0,Hide-Out,1934-08-24,\N,,\N
7,1935,Best Writing (Original Story),0,The Richest Girl in the World,1934-09-21,Norman,,Krasna
7,1935,Best Writing (Adaptation),1,It Happened One Night,1934-02-22,Robert,,Riskin
7,1935,Best Writing (Adaptation),0,The Thin Man,1934-05-25,Frances,,Goodrich
7,1935,Best Writing (Adaptation),0,Viva Villa!,1934-04-10,Ben,,Hecht
7,1935,Best Short Subject (Comedy),1,La Cucaracha,1934-08-31,Jules,,White
7,1935,Best Short Subject (Comedy),0,Men in Black,1934-09-28,Jules,,White
7,1935,Best Short Subject (Comedy),0,"What, No Men?",1934-01-05,\N,,\N
7,1935,Best Short Subject (Novelty),1,City of Wax,1934-02-09,Horace,,Woodard
7,1935,Best Short Subject (Novelty),0,Bosom Friends,1934-01-01,\N,,\N
7,1935,Best Short Subject (Novelty),0,Strikes and Spares,1934-10-20,Pete,,Smith
7,1935,Best Short Subject (Cartoon),1,The Tortoise and the Hare,1935-01-05,Walt,,Disney
7,1935,Best Short Subject (Cartoon),0,Holiday Land,1934-11-09,\N,,\N
7,1935,Best Short Subject (Cartoon),0,Jolly Little Elves,1934-10-01,Walter,,Lantz
7,1935,Best Music (Scoring),1,One Night of Love,1934-09-05,\N,,\N
7,1935,Best Music (Scoring),0,The Gay Divorcee,1934-10-19,\N,,\N
7,1935,Best Music (Scoring),0,The Lost Patrol,1934-02-16,\N,,\N
7,1935,Best Music (Song),1,The Gay Divorcee,1934-10-19,Con,,Conrad
7,1935,Best Music (Song),0,Flying Down to Rio,1933-12-21,Vincent,,Youmans
7,1935,Best Music (Song),0,She Loves Me Not,1934-08-31,Ralph,,Rainger
7,1935,Best Sound Recording,1,One Night of Love,1934-09-05,John,P.,Livadary
7,1935,Best Sound Recording,0,The Affairs of Cellini,1934-08-24,Thomas,T.,Moulton
7,1935,Best Sound Recording,0,Cleopatra,1934-08-16,Franklin,,Hansen
7,1935,Best Sound Recording,0,Flirtation Walk,1934-12-01,Nathan,,Levinson
7,1935,Best Sound Recording,0,The Gay Divorcee,1934-10-19,Carl,,Dreher
7,1935,Best Sound Recording,0,Imitation of Life,1934-11-26,Theodore,,Soderberg
7,1935,Best Sound Recording,0,Viva Villa!,1934-04-10,Douglas,,Shearer
7,1935,Best Sound Recording,0,The White Parade,1934-11-16,Edmund,H.,Hansen
7,1935,Best Art Direction,1,The Merry Widow,1934-10-11,Cedric,,Gibbons
7,1935,Best Art Direction,0,The Affairs of Cellini,1934-08-24,Richard,,Day
7,1935,Best Art Direction,0,The Gay Divorcee,1934-10-19,Van,Nest,Polglase
7,1935,Best Cinematography,1,Cleopatra,1934-08-16,Victor,,Milner
7,1935,Best Cinematography,0,The Affairs of Cellini,1934-08-24,Charles,,Rosher
7,1935,Best Cinematography,0,Operator 13,1934-06-08,George,,Folsey
7,1935,Best Film Editing,1,Eskimo,1933-11-14,Conrad,A.,Nervig
7,1935,Best Film Editing,0,Cleopatra,1934-08-16,Anne,,Bauchens
7,1935,Best Film Editing,0,One Night of Love,1934-09-05,Gene,,Milford
7,1935,Best Assistant Director,1,Viva Villa!,1934-04-10,John,,Waters
7,1935,Best Assistant Director,0,Cleopatra,1934-08-16,Cullen,,Tate
7,1935,Best Assistant Director,0,Imitation of Life,1934-11-26,Scott,,Beal
8,1936,Outstanding Production,1,Mutiny on the Bounty,1935-11-08,Frank,,Lloyd
8,1936,Outstanding Production,0,Alice Adams,1935-08-15,Pandro,S.,Berman
8,1936,Outstanding Production,0,Broadway Melody of 1936,1935-09-20,John,W.,Considine
8,1936,Outstanding Production,0,Captain Blood,1935-12-28,Hal,B.,Wallis
8,1936,Outstanding Production,0,David Copperfield,1935-01-18,David,O.,Selznick
8,1936,Outstanding Production,0,The Informer,1935-05-09,Cliff,,Reid
8,1936,Outstanding Production,0,The Lives of a Bengal Lancer,1935-01-11,Louis,D.,Lighton
8,1936,Outstanding Production,0,A Midsummer Night's Dream,1935-10-30,Henry,,Blanke
8,1936,Outstanding Production,0,Les Mis?rables,1935-04-20,Darryl,F.,Zanuck
8,1936,Outstanding Production,0,Naughty Marietta,1935-03-08,Hunt,,Stromberg
8,1936,Outstanding Production,0,Ruggles of Red Gap,1935-03-08,Arthur,Hornblow,Jr.
8,1936,Outstanding Production,0,Top Hat,1935-08-29,\N,,\N
8,1936,Best Directing,1,The Informer,1935-05-09,John,,Ford
8,1936,Best Directing,0,Captain Blood,1935-12-28,Michael,,Curtiz
8,1936,Best Directing,0,The Lives of a Bengal Lancer,1935-01-11,Henry,,Hathaway
8,1936,Best Directing,0,Mutiny on the Bounty,1935-11-08,Frank,,Lloyd
8,1936,Best Actor,1,The Informer,1935-05-09,Victor,,McLaglen
8,1936,Best Actor,0,Mutiny on the Bounty,1935-11-08,Clark,,Gable
8,1936,Best Actor,0,Black Fury,1935-05-18,Paul,,Muni
8,1936,Best Actress,1,Dangerous,1935-12-25,Bette,,Davis
8,1936,Best Actress,0,Escape Me Never,1935-04-01,Elisabeth,,Bergner
8,1936,Best Actress,0,Private Worlds,1935-04-19,Claudette,,Colbert
8,1936,Best Actress,0,Alice Adams,1935-08-15,Katharine,,Hepburn
8,1936,Best Actress,0,Becky Sharp,1935-06-13,Miriam,,Hopkins
8,1936,Best Actress,0,The Dark Angel,1935-09-08,Merle,,Oberon
8,1936,Best Writing (Original Story),1,The Scoundrel,1935-04-30,Ben,,Hecht
8,1936,Best Writing (Original Story),0,Broadway Melody of 1936,1935-09-20,Moss,,Hart
8,1936,Best Writing (Original Story),0,G Men,1935-04-18,Darryl,F.,Zanuck
8,1936,Best Writing (Original Story),0,The Gay Deception,1935-09-13,Stephen,Morehouse,Avery
8,1936,Best Writing (Screenplay),1,The Informer,1935-05-09,Dudley,,Nichols
8,1936,Best Writing (Screenplay),0,Captain Blood,1935-12-28,Casey,,Robinson
8,1936,Best Writing (Screenplay),0,The Lives of a Bengal Lancer,1935-01-11,Waldemar,,Young
8,1936,Best Writing (Screenplay),0,Mutiny on the Bounty,1935-11-08,Jules,,Furthman
8,1936,Best Short Subject (Comedy),1,How to Sleep,1935-09-14,Jack,,Chertok
